timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-03-16T18:57:02,regnet-energy,3f722d46-3106-4976-82b8-0bc28282edfd,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.18662401102483273,0.00017308796431812879,0.0009274688898155618,360.0,83.51586221013821,70.0,0.027099237868562408,0.011894844238117486,0.004966384538796002,0.043960466645475774,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N,1.0,0.0
