task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
Step #1,2026-03-16T18:57:37,regnet-energy,3a098677-840c-40bd-93c2-dcef1a47415c,0.5192869193851948,2.9598541172264893e-07,5.697608025160942e-07,360.0,93.98367990723193,70.0,5.169197600334883e-05,1.34952885773032e-05,9.986401426916322e-06,7.517366600756836e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
Step #2,2026-03-16T18:57:37,regnet-energy,3a098677-840c-40bd-93c2-dcef1a47415c,0.25720418244600296,1.5446925068756312e-07,6.007327391744074e-07,360.0,129.78176720188125,70.0,2.5279874354600908e-05,9.113896179968606e-06,4.837959813367988e-06,3.92317303479375e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
Step #3,2026-03-16T18:57:37,regnet-energy,3a098677-840c-40bd-93c2-dcef1a47415c,0.24396581389009953,1.6215706976148296e-07,6.652538245310349e-07,360.0,179.2390843105077,70.0,2.4376427009701725e-05,1.2137231934161719e-05,4.6706052807470165e-06,4.1184264224610443e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
Step #4,2026-03-16T18:57:38,regnet-energy,3a098677-840c-40bd-93c2-dcef1a47415c,0.2583753205835819,1.5930353963590546e-07,6.168597538491993e-07,360.0,135.26469708585037,70.0,2.5821699947118748e-05,9.702507757225476e-06,4.93532377295196e-06,4.045953147729619e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
Step #5,2026-03-16T18:57:38,regnet-energy,3a098677-840c-40bd-93c2-dcef1a47415c,0.25014031305909157,1.628069412704279e-07,6.509218431258253e-07,360.0,171.3785570042544,70.0,2.4792023561894883e-05,1.18027872240134e-05,4.754506248152918e-06,4.134931703406121e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
Step #6,2026-03-16T18:57:38,regnet-energy,3a098677-840c-40bd-93c2-dcef1a47415c,0.2659898903220892,1.7158097998468227e-07,6.454078102969925e-07,360.0,160.57492363799534,70.0,2.66165044158697e-05,1.1872509496413386e-05,5.088712461292748e-06,4.357772637357584e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
Step #7,2026-03-16T18:57:38,regnet-energy,3a098677-840c-40bd-93c2-dcef1a47415c,0.274942958727479,1.6603338767667817e-07,6.041893044761474e-07,360.0,123.44888098614764,70.0,2.7479199506342394e-05,9.423340870284846e-06,5.2662217886083665e-06,4.216876216523558e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
Step #8,2026-03-16T18:57:39,regnet-energy,3a098677-840c-40bd-93c2-dcef1a47415c,0.2775440365076065,1.7282065520884394e-07,6.229690217333162e-07,360.0,140.52966986906534,70.0,2.774117644876241e-05,1.0829453110261511e-05,5.321946559059953e-06,4.389257611808387e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
Step #9,2026-03-16T18:57:39,regnet-energy,3a098677-840c-40bd-93c2-dcef1a47415c,0.27808919735252857,1.7372835667757689e-07,6.248632921409652e-07,360.0,142.318291672638,70.0,2.7800659276545057e-05,1.0990842124414257e-05,5.331610562279819e-06,4.412311196323916e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
Step #10,2026-03-16T18:57:39,regnet-energy,3a098677-840c-40bd-93c2-dcef1a47415c,0.2801555208861828,1.781132978866725e-07,6.360378543409252e-07,360.0,153.90466287863904,70.0,2.795314397662879e-05,1.1950842896624181e-05,5.332801956683395e-06,4.523678882993636e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
