task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
Step #1,2026-03-16T18:52:06,regnet-energy,46105e98-c7cd-453d-98a5-a562c8349d50,0.5268409475684166,3.0990608978875465e-07,5.8816697244704e-07,360.0,113.78898097967512,70.0,5.2164388075470926e-05,1.6488624304145105e-05,1.0056194104254247e-05,7.870920648387028e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
Step #2,2026-03-16T18:52:06,regnet-energy,46105e98-c7cd-453d-98a5-a562c8349d50,0.25702372193336487,1.53530639331378e-07,5.976703883546738e-07,360.0,127.5737915374527,70.0,2.5222835876047615e-05,8.93861825801423e-06,4.83188994953202e-06,3.899334408359386e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
Step #3,2026-03-16T18:52:06,regnet-energy,46105e98-c7cd-453d-98a5-a562c8349d50,0.24772507697343826,1.6783956160021305e-07,6.780295344528215e-07,360.0,190.95320175082804,70.0,2.4753742292523385e-05,1.313056606377927e-05,4.743181536388066e-06,4.26274898926907e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
Step #4,2026-03-16T18:52:07,regnet-energy,46105e98-c7cd-453d-98a5-a562c8349d50,0.2482206542044878,1.5788139013790315e-07,6.365894779494867e-07,360.0,154.65430535255143,70.0,2.473806608468294e-05,1.0627786277694895e-05,4.732484991351765e-06,4.009833735372961e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
Step #5,2026-03-16T18:52:07,regnet-energy,46105e98-c7cd-453d-98a5-a562c8349d50,0.2632329538464546,1.73051569725875e-07,6.578656824453263e-07,360.0,171.63965360808695,70.0,2.6337797753512855e-05,1.2557787822942146e-05,5.0556376576423644e-06,4.395122323409736e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
Step #6,2026-03-16T18:52:07,regnet-energy,46105e98-c7cd-453d-98a5-a562c8349d50,0.2803740333765745,1.8233567490536213e-07,6.507558988808509e-07,360.0,166.15996643856798,70.0,2.800815384835004e-05,1.2927788123562323e-05,5.37323606097036e-06,4.630917803288273e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
Step #7,2026-03-16T18:52:07,regnet-energy,46105e98-c7cd-453d-98a5-a562c8349d50,0.281603766605258,1.824516799257779e-07,6.482615986128835e-07,360.0,165.0616419464906,70.0,2.807944808155298e-05,1.2875010298785128e-05,5.3841823298070155e-06,4.6338640710145084e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
Step #8,2026-03-16T18:52:08,regnet-energy,46105e98-c7cd-453d-98a5-a562c8349d50,0.2650130856782198,1.607427033658581e-07,6.065509517911352e-07,360.0,124.63619481699845,70.0,2.654574438929559e-05,9.190840685846524e-06,5.0884617596036875e-06,4.08250468347458e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
Step #9,2026-03-16T18:52:08,regnet-energy,46105e98-c7cd-453d-98a5-a562c8349d50,0.2787395156919956,1.7344744442978902e-07,6.226439290534915e-07,360.0,140.42929265505836,70.0,2.784568239003421e-05,1.086250868809202e-05,5.343575465182464e-06,4.4051766543308675e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
Step #10,2026-03-16T18:52:08,regnet-energy,46105e98-c7cd-453d-98a5-a562c8349d50,0.2765819802880287,1.7460927781943415e-07,6.317425001365411e-07,360.0,148.583481799965,70.0,2.7639264799654464e-05,1.140806467958555e-05,5.299516725871297e-06,4.434684620511131e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
