timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-03-16T19:29:31,regnet-energy,3b6de203-fb63-4db9-ae5a-2ab6b68d8f87,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,300.07036680728197,0.00018222909046519575,6.072878585249675e-07,360.0,130.74220278438173,70.0,0.029893740688636886,0.010624851277654557,0.005763516005739159,0.04628210797203065,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N,1.0,0.0
