timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-03-16T19:35:03,regnet-energy,43279a9f-c77f-450f-bf55-324d31d1ef6b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.23190393671393394,0.0001786958255026358,0.0007705596896488514,360.0,160.45353893088625,70.0,0.02918671543411911,0.010638669899808662,0.005559352464803189,0.04538473779873099,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N,1.0,0.0
