task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
Step #1,2026-03-16T19:24:35,regnet-energy,e08810eb-733f-49bf-8846-d884ff98df7a,0.47039326839149,2.589918170028811e-07,5.504044047041813e-07,360.0,73.88062756043001,70.0,4.704501777887345e-05,9.655007723097242e-06,9.078095915416877e-06,6.577812141738757e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
Step #2,2026-03-16T19:24:35,regnet-energy,e08810eb-733f-49bf-8846-d884ff98df7a,0.19411019422113895,1.1785173908148808e-07,6.076919063982046e-07,360.0,127.02001360222361,70.0,1.938800904899835e-05,6.841116586997487e-06,3.7025768102871047e-06,2.993170244628294e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
Step #3,2026-03-16T19:24:35,regnet-energy,e08810eb-733f-49bf-8846-d884ff98df7a,0.18179347924888134,1.049580512345424e-07,5.778746029821268e-07,360.0,99.90884082046122,70.0,1.815752573311329e-05,5.039448470967045e-06,3.460020282202298e-06,2.6656994486282614e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
Step #4,2026-03-16T19:24:35,regnet-energy,e08810eb-733f-49bf-8846-d884ff98df7a,0.18470891192555428,1.0074439343703114e-07,5.455679793672042e-07,360.0,72.82669143656392,70.0,1.8368605151772494e-05,3.7161140831187822e-06,3.5021005353579907e-06,2.5586819770249264e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
Step #5,2026-03-16T19:24:35,regnet-energy,e08810eb-733f-49bf-8846-d884ff98df7a,0.17769029550254345,1.1167337387629158e-07,6.291099596943555e-07,360.0,153.6381522457279,70.0,1.7538206465542316e-05,7.485283767039164e-06,3.3390458155837315e-06,2.8362536048165204e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
Step #6,2026-03-16T19:24:36,regnet-energy,e08810eb-733f-49bf-8846-d884ff98df7a,0.1777101531624794,1.121206955560792e-07,6.317155679968807e-07,360.0,153.8745049995669,70.0,1.759705431759357e-05,7.52195046160864e-06,3.3571409578952535e-06,2.8476145737097483e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
Step #7,2026-03-16T19:24:36,regnet-energy,e08810eb-733f-49bf-8846-d884ff98df7a,0.18199892342090607,1.1661223127999974e-07,6.408206250565812e-07,360.0,157.49512465092016,70.0,1.8188698776066317e-05,7.957784141865432e-06,3.4704123054527585e-06,2.9616895223384486e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
Step #8,2026-03-16T19:24:36,regnet-energy,e08810eb-733f-49bf-8846-d884ff98df7a,0.17944072373211384,1.0871196658056349e-07,6.064965094195629e-07,360.0,126.14697148482676,70.0,1.7916078865528104e-05,6.278338357645907e-06,3.4159876923594188e-06,2.7610404915533464e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
Step #9,2026-03-16T19:24:36,regnet-energy,e08810eb-733f-49bf-8846-d884ff98df7a,0.19740358367562294,1.228235094492296e-07,6.227010773569971e-07,360.0,140.44368409517244,70.0,1.972357891499995e-05,7.695006157604212e-06,3.77583570467929e-06,3.119442077728347e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
Step #10,2026-03-16T19:24:36,regnet-energy,e08810eb-733f-49bf-8846-d884ff98df7a,0.17759901471436024,9.941193087322101e-08,5.602153899936826e-07,360.0,83.80468321369285,70.0,1.774381194263698e-05,4.130836636306867e-06,3.3737555404918067e-06,2.5248404119435628e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
Step #11,2026-03-16T19:24:37,regnet-energy,e08810eb-733f-49bf-8846-d884ff98df7a,0.17773299477994442,1.0976320405550641e-07,6.179431549038452e-07,360.0,136.25434496826782,70.0,1.777307838201524e-05,6.7272276034202605e-06,3.3770897063530145e-06,2.7877395691788516e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
Step #12,2026-03-16T19:24:37,regnet-energy,e08810eb-733f-49bf-8846-d884ff98df7a,0.177877027541399,1.0568779531093371e-07,5.947985568970582e-07,360.0,115.44783994545108,70.0,1.776624731719494e-05,5.697782338387469e-06,3.378303483542469e-06,2.684233313912486e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
Step #13,2026-03-16T19:24:37,regnet-energy,e08810eb-733f-49bf-8846-d884ff98df7a,0.17702729254961014,1.1208459040094512e-07,6.333718693482174e-07,360.0,150.64560170267785,70.0,1.7694759927690013e-05,7.405005920446683e-06,3.3672099881288108e-06,2.846697583626552e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
Step #14,2026-03-16T19:24:37,regnet-energy,e08810eb-733f-49bf-8846-d884ff98df7a,0.17840318754315376,1.1124996178793203e-07,6.242025370460818e-07,360.0,142.1662721833425,70.0,1.7821019515395164e-05,7.038061188069378e-06,3.3959181565377484e-06,2.825499886000227e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
Step #15,2026-03-16T19:24:37,regnet-energy,e08810eb-733f-49bf-8846-d884ff98df7a,0.17694555036723614,9.46389273705392e-08,5.352710441123161e-07,360.0,61.183260197291624,70.0,1.766710951924325e-05,3.0027801791732145e-06,3.366278422375522e-06,2.4036168120791985e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
Step #16,2026-03-16T19:24:37,regnet-energy,e08810eb-733f-49bf-8846-d884ff98df7a,0.17697415128350258,1.0927081168683747e-07,6.175546154543724e-07,360.0,135.90272777178168,70.0,1.7694735154509544e-05,6.680283124893549e-06,3.377320777831806e-06,2.77523390572349e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
Step #17,2026-03-16T19:24:38,regnet-energy,e08810eb-733f-49bf-8846-d884ff98df7a,0.1784273013472557,1.1143048568689549e-07,6.24934080003177e-07,360.0,142.87721081717805,70.0,1.7828926630318164e-05,7.076394545890707e-06,3.3955267113116005e-06,2.8300847887520486e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
Step #18,2026-03-16T19:24:38,regnet-energy,e08810eb-733f-49bf-8846-d884ff98df7a,0.17790274694561958,1.1292139199045383e-07,6.352005308053526e-07,360.0,152.54919721170563,70.0,1.7774145491421234e-05,7.532228249118589e-06,3.373130959355173e-06,2.8679504699895037e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
Step #19,2026-03-16T19:24:38,regnet-energy,e08810eb-733f-49bf-8846-d884ff98df7a,0.17702117376029491,1.100920599832872e-07,6.22460914618045e-07,360.0,140.54256759221002,70.0,1.768327299505473e-05,6.903894412602085e-06,3.373750325085385e-06,2.7960917732742173e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
