timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-03-16T19:29:31,regnet-energy,7ae135d4-ed09-45a8-a067-676e570ab4f8,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.19996355846524239,0.0001587965037508429,0.0007941272148267199,360.0,54.142109737878236,70.0,0.02667254134565596,0.008857290419097552,0.004800923952765541,0.04033075571751901,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N,1.0,0.0
