task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
Step #1,2026-03-16T19:35:37,regnet-energy,dfe3bfbd-4c8b-4ae6-b450-6debf039679e,0.4598767086863518,2.6074598906090914e-07,5.667805916162199e-07,360.0,86.31898443517306,70.0,4.621818792074918e-05,1.10822310865899e-05,8.923222828242515e-06,6.62236418355816e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
Step #2,2026-03-16T19:35:38,regnet-energy,dfe3bfbd-4c8b-4ae6-b450-6debf039679e,0.18271657824516296,1.1721937477827213e-07,6.418886287171357e-07,360.0,158.80141041986025,70.0,1.8245008215308187e-05,8.048617551992265e-06,3.4774703077144097e-06,2.977109607501487e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
Step #3,2026-03-16T19:35:38,regnet-energy,dfe3bfbd-4c8b-4ae6-b450-6debf039679e,0.21276521496474743,1.235157154375147e-07,5.8097562430919e-07,360.0,116.79616546606935,70.0,2.0699979737401003e-05,6.716116487837098e-06,3.954129371171195e-06,3.13702255964093e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
Step #4,2026-03-16T19:35:38,regnet-energy,dfe3bfbd-4c8b-4ae6-b450-6debf039679e,0.2040819674730301,1.1793919222509058e-07,5.784916780829979e-07,360.0,100.26375034728213,70.0,2.0378237962722783e-05,5.675837872587408e-06,3.8998377509415155e-06,2.9953913586251696e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
Step #5,2026-03-16T19:35:38,regnet-energy,dfe3bfbd-4c8b-4ae6-b450-6debf039679e,0.19789007864892483,1.2089266283115154e-07,6.114265368644791e-07,360.0,130.5630079837315,70.0,1.9771136343479148e-05,7.171394624805316e-06,3.7614980091651293e-06,3.0704028977449586e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
Step #6,2026-03-16T19:35:38,regnet-energy,dfe3bfbd-4c8b-4ae6-b450-6debf039679e,0.17655833065509796,1.0870715686447476e-07,6.163006886309713e-07,360.0,134.65904114215317,70.0,1.7641307786107056e-05,6.599171946675142e-06,3.368703622577919e-06,2.760918335536011e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
Step #7,2026-03-16T19:35:39,regnet-energy,dfe3bfbd-4c8b-4ae6-b450-6debf039679e,0.17887344025075436,1.1150324917320208e-07,6.23992092028261e-07,360.0,142.2473076646661,70.0,1.7864392511546625e-05,7.059172311585371e-06,3.395763360377819e-06,2.831932818350981e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
Step #8,2026-03-16T19:35:39,regnet-energy,dfe3bfbd-4c8b-4ae6-b450-6debf039679e,0.1769462674856186,9.906000478601079e-08,5.605104107584866e-07,360.0,84.16488464395192,70.0,1.7669057287275777e-05,4.131114419436699e-06,3.358851067928802e-06,2.5159022774641298e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
Step #9,2026-03-16T19:35:39,regnet-energy,dfe3bfbd-4c8b-4ae6-b450-6debf039679e,0.17724396288394928,1.0878398827505093e-07,6.140477179244706e-07,360.0,132.96309350502042,70.0,1.771207116544246e-05,6.542227453110172e-06,3.3743981944604084e-06,2.762869681301308e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
Step #10,2026-03-16T19:35:39,regnet-energy,dfe3bfbd-4c8b-4ae6-b450-6debf039679e,0.17827020213007927,1.1042939299126268e-07,6.200454493200905e-07,360.0,138.31497228470127,70.0,1.7815525829792026e-05,6.845283252232548e-06,3.385783680197263e-06,2.804659276222179e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
Step #11,2026-03-16T19:35:39,regnet-energy,dfe3bfbd-4c8b-4ae6-b450-6debf039679e,0.17734338343143463,1.1224858665602153e-07,6.33645913844864e-07,360.0,150.83215195937566,70.0,1.7712000012397766e-05,7.42139483023152e-06,3.3752323697424603e-06,2.8508627212371726e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N
