timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-03-16T18:32:14,regnet-energy,b048c32a-4379-49a9-a35a-53a14e2165fb,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.4506600461900234,0.00019478175602846769,0.0004322143879298695,360.0,171.55617810504273,70.0,0.029110388344340037,0.014754531248055258,0.005605284316749831,0.049470203909145055,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,192,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,503.39368057250977,machine,N,1.0,0.0
