timestamp,cpu_percent,ram_used_mb
2026/03/16 18:32:30,4.9,15461.756928
2026/03/16 18:32:31,0.7,15694.958592
2026/03/16 18:32:31,0.4,15738.966016
2026/03/16 18:32:32,0.5,15479.230464
2026/03/16 18:32:32,0.8,15703.06048
2026/03/16 18:32:33,0.4,15752.859648
2026/03/16 18:32:33,0.4,15811.661824
2026/03/16 18:32:34,0.4,15848.820736
2026/03/16 18:32:34,0.4,15905.071104
2026/03/16 18:32:35,0.3,15922.864128
2026/03/16 18:32:35,0.3,15923.380224
2026/03/16 18:32:36,0.3,16110.845952
2026/03/16 18:32:36,0.5,16627.458048
2026/03/16 18:32:37,0.5,17151.811584
2026/03/16 18:32:37,0.6,17684.942848
2026/03/16 18:32:38,0.5,18224.263168
2026/03/16 18:32:38,0.5,18543.88224
2026/03/16 18:32:39,0.5,18544.39424
2026/03/16 18:32:39,0.5,18544.59904
2026/03/16 18:32:40,0.6,18544.545792
2026/03/16 18:32:40,0.5,18650.33728
2026/03/16 18:32:41,0.5,16107.536384
2026/03/16 18:32:41,0.8,16153.92768
2026/03/16 18:32:42,0.5,16153.92768
2026/03/16 18:32:42,0.6,16108.232704
2026/03/16 18:32:43,0.8,16153.612288
2026/03/16 18:32:43,0.5,16153.612288
2026/03/16 18:32:44,0.6,16120.377344
2026/03/16 18:32:44,0.8,16151.273472
2026/03/16 18:32:45,0.5,16151.273472
2026/03/16 18:32:45,0.6,16264.413184
2026/03/16 18:32:46,0.8,16365.826048
2026/03/16 18:32:46,0.5,16423.186432
2026/03/16 18:32:47,0.5,16473.76384
2026/03/16 18:32:47,0.5,16534.536192
2026/03/16 18:32:48,0.4,16565.235712
2026/03/16 18:32:48,1.4,17008.76288
2026/03/16 18:32:49,0.6,17171.791872
2026/03/16 18:32:49,0.7,17183.617024
2026/03/16 18:32:50,0.6,17184.677888
2026/03/16 18:32:50,0.7,17185.97632
2026/03/16 18:32:51,0.8,17187.323904
2026/03/16 18:32:51,0.6,17189.593088
2026/03/16 18:32:52,0.6,17190.428672
2026/03/16 18:32:52,0.6,17191.473152
2026/03/16 18:32:53,0.7,17191.923712
2026/03/16 18:32:53,0.7,17192.595456
2026/03/16 18:32:54,0.7,17195.17184
2026/03/16 18:32:54,1.6,17206.874112
2026/03/16 18:32:55,1.0,17200.197632
2026/03/16 18:32:55,0.7,17202.929664
2026/03/16 18:32:56,0.6,17205.518336
2026/03/16 18:32:56,0.6,17207.197696
2026/03/16 18:32:57,0.7,17209.167872
2026/03/16 18:32:57,0.6,17209.655296
2026/03/16 18:32:58,0.6,17210.556416
2026/03/16 18:32:58,0.7,17211.609088
2026/03/16 18:32:59,0.7,17211.43296
2026/03/16 18:32:59,0.7,17209.327616
2026/03/16 18:33:00,0.7,17210.24512
2026/03/16 18:33:00,0.7,17211.875328
2026/03/16 18:33:01,0.7,17213.677568
2026/03/16 18:33:01,0.6,17214.11584
2026/03/16 18:33:02,0.6,17214.181376
2026/03/16 18:33:02,0.7,17215.033344
2026/03/16 18:33:03,0.6,17218.387968
2026/03/16 18:33:03,0.6,17219.026944
2026/03/16 18:33:04,0.6,17220.476928
2026/03/16 18:33:04,0.6,17221.308416
2026/03/16 18:33:05,0.7,17223.110656
2026/03/16 18:33:05,0.6,17223.581696
2026/03/16 18:33:06,0.6,17223.999488
2026/03/16 18:33:06,0.6,17225.043968
2026/03/16 18:33:07,0.8,17225.617408
2026/03/16 18:33:07,0.6,17226.28096
2026/03/16 18:33:08,0.7,17227.698176
2026/03/16 18:33:08,0.6,17228.951552
2026/03/16 18:33:09,0.7,17230.983168
2026/03/16 18:33:09,0.6,17230.565376
2026/03/16 18:33:10,0.6,17231.85152
2026/03/16 18:33:10,0.6,17234.587648
2026/03/16 18:33:11,0.6,17234.845696
2026/03/16 18:33:11,0.6,17235.615744
2026/03/16 18:33:12,0.6,17236.3776
2026/03/16 18:33:12,0.6,17236.922368
2026/03/16 18:33:13,0.6,17237.495808
2026/03/16 18:33:13,0.6,17244.192768
2026/03/16 18:33:14,1.6,17242.415104
2026/03/16 18:33:14,0.7,17240.117248
2026/03/16 18:33:15,0.7,17245.212672
2026/03/16 18:33:15,0.6,17246.048256
2026/03/16 18:33:16,0.6,17247.3344
2026/03/16 18:33:16,0.7,17249.476608
2026/03/16 18:33:17,0.7,17244.52864
2026/03/16 18:33:17,0.6,17245.16352
2026/03/16 18:33:18,0.6,17249.693696
2026/03/16 18:33:18,0.6,17250.394112
2026/03/16 18:33:19,0.6,17251.483648
2026/03/16 18:33:19,0.6,17252.540416
2026/03/16 18:33:20,0.6,17254.506496
2026/03/16 18:33:20,0.6,17256.128512
2026/03/16 18:33:21,0.7,17258.098688
2026/03/16 18:33:21,0.6,17258.999808
2026/03/16 18:33:22,0.6,17259.945984
2026/03/16 18:33:22,0.7,17267.552256
2026/03/16 18:33:23,0.7,17263.325184
2026/03/16 18:33:23,0.6,17263.939584
2026/03/16 18:33:24,0.6,17265.229824
2026/03/16 18:33:24,0.7,17268.584448
2026/03/16 18:33:25,0.6,17266.700288
2026/03/16 18:33:25,0.6,17266.249728
2026/03/16 18:33:26,0.6,17267.683328
2026/03/16 18:33:26,0.6,17269.215232
2026/03/16 18:33:27,0.6,17270.272
2026/03/16 18:33:27,0.6,17269.886976
2026/03/16 18:33:28,0.6,17270.767616
2026/03/16 18:33:28,0.6,17272.287232
2026/03/16 18:33:29,0.6,17273.483264
2026/03/16 18:33:29,0.6,17274.200064
2026/03/16 18:33:30,0.6,17274.88
2026/03/16 18:33:30,0.7,17269.129216
2026/03/16 18:33:31,0.6,17270.677504
2026/03/16 18:33:31,0.6,17271.169024
2026/03/16 18:33:32,0.7,17272.201216
2026/03/16 18:33:32,0.8,17273.135104
2026/03/16 18:33:33,0.6,17275.904
2026/03/16 18:33:33,0.6,17276.6208
2026/03/16 18:33:34,0.6,17278.418944
2026/03/16 18:33:34,0.6,17280.544768
2026/03/16 18:33:35,0.6,17281.728512
2026/03/16 18:33:35,0.6,17282.31424
2026/03/16 18:33:36,0.6,17283.03104
2026/03/16 18:33:36,0.6,17283.11296
2026/03/16 18:33:37,0.5,17283.887104
2026/03/16 18:33:37,0.6,17284.141056
2026/03/16 18:33:38,0.6,17284.857856
2026/03/16 18:33:38,0.6,17285.353472
2026/03/16 18:33:39,1.6,17271.410688
2026/03/16 18:33:39,0.6,17274.761216
2026/03/16 18:33:40,0.6,17277.251584
2026/03/16 18:33:40,0.7,17280.888832
2026/03/16 18:33:41,0.6,17281.929216
2026/03/16 18:33:41,0.7,17282.359296
2026/03/16 18:33:42,0.6,17283.137536
2026/03/16 18:33:42,0.7,17285.029888
2026/03/16 18:33:43,0.6,17286.352896
2026/03/16 18:33:43,0.6,17287.450624
2026/03/16 18:33:44,0.6,17288.13056
2026/03/16 18:33:44,0.6,17289.15456
2026/03/16 18:33:45,0.6,17290.215424
2026/03/16 18:33:45,0.6,17288.204288
2026/03/16 18:33:46,0.6,17290.756096
2026/03/16 18:33:46,0.7,17292.22656
2026/03/16 18:33:47,0.6,17293.23008
2026/03/16 18:33:47,0.6,17294.200832
2026/03/16 18:33:48,0.6,17295.716352
2026/03/16 18:33:48,0.6,17296.646144
2026/03/16 18:33:49,0.6,17297.928192
2026/03/16 18:33:49,0.6,17298.563072
2026/03/16 18:33:50,0.6,17299.853312
2026/03/16 18:33:50,0.6,17300.721664
2026/03/16 18:33:51,0.6,17301.614592
2026/03/16 18:33:51,0.6,17301.74976
2026/03/16 18:33:52,0.6,17302.687744
2026/03/16 18:33:52,0.7,17303.760896
2026/03/16 18:33:53,0.6,17304.211456
2026/03/16 18:33:53,0.6,17304.817664
2026/03/16 18:33:54,0.6,17312.301056
2026/03/16 18:33:54,0.7,17300.033536
2026/03/16 18:33:55,0.6,17302.614016
2026/03/16 18:33:55,0.6,17304.096768
2026/03/16 18:33:56,0.6,17308.737536
2026/03/16 18:33:56,0.7,17306.37824
2026/03/16 18:33:57,0.6,17306.730496
2026/03/16 18:33:57,0.6,17307.426816
2026/03/16 18:33:58,0.6,17314.521088
2026/03/16 18:33:58,0.6,17311.830016
2026/03/16 18:33:59,0.6,17313.85344
2026/03/16 18:33:59,0.6,17315.590144
2026/03/16 18:34:00,0.6,17317.470208
2026/03/16 18:34:00,0.6,17317.552128
2026/03/16 18:34:01,0.6,17317.80608
2026/03/16 18:34:01,0.6,17318.72768
2026/03/16 18:34:02,0.6,17319.243776
2026/03/16 18:34:02,0.6,17319.727104
2026/03/16 18:34:03,0.5,17319.981056
2026/03/16 18:34:03,0.6,17320.26368
2026/03/16 18:34:04,1.4,17323.835392
2026/03/16 18:34:04,1.0,17310.773248
2026/03/16 18:34:05,0.6,17313.357824
2026/03/16 18:34:05,0.6,17317.023744
2026/03/16 18:34:06,0.7,17319.23968
2026/03/16 18:34:06,0.7,17319.497728
2026/03/16 18:34:07,0.6,17321.017344
2026/03/16 18:34:07,0.7,17321.959424
2026/03/16 18:34:08,0.8,17324.27776
2026/03/16 18:34:08,0.7,17324.97408
2026/03/16 18:34:09,0.6,17326.137344
2026/03/16 18:34:09,0.6,17325.948928
2026/03/16 18:34:10,0.6,17328.422912
2026/03/16 18:34:10,0.6,17329.557504
2026/03/16 18:34:11,0.6,17330.843648
2026/03/16 18:34:11,0.6,17331.683328
2026/03/16 18:34:12,0.6,17333.714944
2026/03/16 18:34:12,0.6,17330.118656
2026/03/16 18:34:13,0.6,17331.56864
2026/03/16 18:34:13,0.6,17332.232192
2026/03/16 18:34:14,0.6,17333.198848
2026/03/16 18:34:14,0.7,17333.948416
2026/03/16 18:34:15,0.6,17334.943744
2026/03/16 18:34:15,0.6,17335.590912
2026/03/16 18:34:16,0.6,17336.270848
2026/03/16 18:34:16,0.7,17336.979456
2026/03/16 18:34:17,0.6,17337.91744
2026/03/16 18:34:17,0.6,17339.416576
2026/03/16 18:34:18,0.6,17344.094208
2026/03/16 18:34:18,0.7,17339.113472
2026/03/16 18:34:19,0.6,17339.727872
2026/03/16 18:34:19,0.6,17339.437056
2026/03/16 18:34:20,0.7,17346.445312
2026/03/16 18:34:20,0.7,17341.796352
2026/03/16 18:34:21,0.6,17342.7712
2026/03/16 18:34:21,0.6,17342.451712
2026/03/16 18:34:22,0.6,17350.582272
2026/03/16 18:34:22,0.7,17344.43008
2026/03/16 18:34:23,0.6,17345.368064
2026/03/16 18:34:23,0.6,17347.6864
2026/03/16 18:34:24,0.7,17341.550592
2026/03/16 18:34:24,0.6,17345.671168
2026/03/16 18:34:25,0.6,17346.801664
2026/03/16 18:34:25,0.6,17348.509696
2026/03/16 18:34:26,0.6,17350.22592
2026/03/16 18:34:26,0.6,17350.234112
2026/03/16 18:34:27,0.5,17350.488064
2026/03/16 18:34:27,0.6,17351.000064
2026/03/16 18:34:28,0.6,17351.806976
2026/03/16 18:34:28,0.6,17352.290304
2026/03/16 18:34:29,0.6,17328.021504
2026/03/16 18:34:29,1.5,17334.45632
2026/03/16 18:34:30,0.7,17337.32352
2026/03/16 18:34:30,0.7,17342.550016
2026/03/16 18:34:31,0.7,17344.872448
2026/03/16 18:34:31,0.6,17345.88416
2026/03/16 18:34:32,0.7,17345.896448
2026/03/16 18:34:32,0.8,17347.702784
2026/03/16 18:34:33,0.6,17348.390912
2026/03/16 18:34:33,0.6,17349.681152
2026/03/16 18:34:34,0.6,17350.262784
2026/03/16 18:34:34,0.7,17352.33536
2026/03/16 18:34:35,0.6,17352.82688
2026/03/16 18:34:35,0.6,17353.703424
2026/03/16 18:34:36,0.6,17355.055104
2026/03/16 18:34:36,0.6,17357.344768
2026/03/16 18:34:37,0.6,17358.467072
2026/03/16 18:34:37,0.6,17356.210176
2026/03/16 18:34:38,0.6,17357.684736
2026/03/16 18:34:38,0.7,17360.007168
2026/03/16 18:34:39,0.6,17356.8
2026/03/16 18:34:39,0.6,17357.479936
2026/03/16 18:34:40,0.6,17359.130624
2026/03/16 18:34:40,0.6,17360.09728
2026/03/16 18:34:41,0.6,17361.068032
2026/03/16 18:34:41,0.6,17361.77664
2026/03/16 18:34:42,0.6,17362.558976
2026/03/16 18:34:42,0.8,17364.00896
2026/03/16 18:34:43,0.7,17364.09088
2026/03/16 18:34:43,0.7,17364.770816
2026/03/16 18:34:44,0.7,17365.581824
2026/03/16 18:34:44,0.7,17364.19328
2026/03/16 18:34:45,0.7,17364.959232
2026/03/16 18:34:45,0.6,17362.849792
2026/03/16 18:34:46,0.7,17369.944064
2026/03/16 18:34:46,0.7,17365.168128
2026/03/16 18:34:47,0.7,17365.979136
2026/03/16 18:34:47,0.7,17366.401024
2026/03/16 18:34:48,0.7,17374.26944
2026/03/16 18:34:48,0.6,17371.389952
2026/03/16 18:34:49,0.6,17369.985024
2026/03/16 18:34:49,0.6,17372.401664
2026/03/16 18:34:50,0.7,17374.912512
2026/03/16 18:34:50,0.6,17375.338496
2026/03/16 18:34:51,0.6,17376.108544
2026/03/16 18:34:51,0.5,17376.74752
2026/03/16 18:34:52,0.6,17376.886784
2026/03/16 18:34:52,0.6,17377.984512
2026/03/16 18:34:53,0.6,17378.234368
2026/03/16 18:34:53,0.6,17378.742272
2026/03/16 18:34:54,0.5,17367.171072
2026/03/16 18:34:54,1.6,17359.437824
2026/03/16 18:34:55,0.6,17361.620992
2026/03/16 18:34:55,0.6,17364.086784
2026/03/16 18:34:56,0.7,17367.977984
2026/03/16 18:34:56,0.6,17368.592384
2026/03/16 18:34:57,0.6,17369.051136
2026/03/16 18:34:57,0.6,17369.51808
2026/03/16 18:34:58,0.7,17371.107328
2026/03/16 18:34:58,0.6,17372.11904
2026/03/16 18:34:59,0.6,17376.37888
2026/03/16 18:34:59,0.6,17374.019584
2026/03/16 18:35:00,0.6,17375.98976
2026/03/16 18:35:00,0.6,17376.452608
2026/03/16 18:35:01,0.6,17377.296384
2026/03/16 18:35:01,0.6,17378.373632
2026/03/16 18:35:02,0.7,17380.593664
2026/03/16 18:35:02,0.7,17381.773312
2026/03/16 18:35:03,0.6,17382.01088
2026/03/16 18:35:03,0.6,17383.2192
2026/03/16 18:35:04,0.7,17384.931328
2026/03/16 18:35:04,0.6,17385.611264
2026/03/16 18:35:05,0.6,17386.201088
2026/03/16 18:35:05,0.6,17387.17184
2026/03/16 18:35:06,0.7,17387.741184
2026/03/16 18:35:06,0.6,17389.277184
2026/03/16 18:35:07,0.6,17389.826048
2026/03/16 18:35:07,0.6,17390.764032
2026/03/16 18:35:08,0.7,17392.443392
2026/03/16 18:35:08,0.6,17393.831936
2026/03/16 18:35:09,0.6,17393.680384
2026/03/16 18:35:09,0.6,17394.827264
2026/03/16 18:35:10,0.7,17396.06016
2026/03/16 18:35:10,0.6,17397.891072
2026/03/16 18:35:11,0.6,17397.833728
2026/03/16 18:35:11,0.6,17399.013376
2026/03/16 18:35:12,0.7,17399.779328
2026/03/16 18:35:12,0.7,17400.467456
2026/03/16 18:35:13,0.6,17401.397248
2026/03/16 18:35:13,0.7,17402.621952
2026/03/16 18:35:14,0.7,17406.291968
2026/03/16 18:35:14,0.6,17408.98304
2026/03/16 18:35:15,0.6,17410.244608
2026/03/16 18:35:15,0.6,17411.510272
2026/03/16 18:35:16,0.7,17412.354048
2026/03/16 18:35:16,0.6,17413.210112
2026/03/16 18:35:17,0.6,17413.46816
2026/03/16 18:35:17,0.5,17414.270976
2026/03/16 18:35:18,0.6,17414.139904
2026/03/16 18:35:18,0.6,17414.754304
2026/03/16 18:35:19,0.6,17415.335936
2026/03/16 18:35:19,1.1,17410.207744
2026/03/16 18:35:20,1.3,17404.776448
2026/03/16 18:35:20,0.7,17405.329408
2026/03/16 18:35:21,0.6,17408.925696
2026/03/16 18:35:21,0.7,17410.605056
2026/03/16 18:35:22,0.7,17411.19488
2026/03/16 18:35:22,0.7,17413.074944
2026/03/16 18:35:23,0.6,17412.726784
2026/03/16 18:35:23,0.7,17414.26688
2026/03/16 18:35:24,0.7,17404.755968
2026/03/16 18:35:24,0.6,17407.594496
2026/03/16 18:35:25,0.6,17408.831488
2026/03/16 18:35:25,0.7,17407.746048
2026/03/16 18:35:26,0.8,17408.217088
2026/03/16 18:35:26,0.6,17409.757184
2026/03/16 18:35:27,0.6,17413.05856
2026/03/16 18:35:27,0.6,17421.053952
2026/03/16 18:35:28,0.6,17415.84384
2026/03/16 18:35:28,0.6,17414.295552
2026/03/16 18:35:29,0.6,17414.8608
2026/03/16 18:35:29,0.7,17421.70112
2026/03/16 18:35:30,0.6,17416.92928
2026/03/16 18:35:30,0.7,17417.805824
2026/03/16 18:35:31,0.7,17418.129408
2026/03/16 18:35:31,0.7,17419.321344
2026/03/16 18:35:32,0.7,17420.173312
2026/03/16 18:35:32,0.7,17420.935168
2026/03/16 18:35:33,0.7,17421.172736
2026/03/16 18:35:33,0.8,17428.312064
2026/03/16 18:35:34,0.8,17425.485824
2026/03/16 18:35:34,0.8,17427.009536
2026/03/16 18:35:35,0.7,17427.468288
2026/03/16 18:35:35,0.7,17429.520384
2026/03/16 18:35:36,0.7,17430.44608
2026/03/16 18:35:36,0.7,17431.154688
2026/03/16 18:35:37,0.6,17431.547904
2026/03/16 18:35:37,1.0,17447.727104
2026/03/16 18:35:38,1.1,17439.465472
2026/03/16 18:35:38,0.7,17433.485312
2026/03/16 18:35:39,0.6,17436.594176
2026/03/16 18:35:39,0.7,17440.120832
2026/03/16 18:35:40,0.6,17441.718272
2026/03/16 18:35:40,0.8,17439.6416
2026/03/16 18:35:41,0.7,17439.817728
2026/03/16 18:35:41,0.7,17441.017856
2026/03/16 18:35:42,0.6,17441.169408
2026/03/16 18:35:42,0.6,17441.701888
2026/03/16 18:35:43,0.6,17441.701888
2026/03/16 18:35:43,0.6,17442.451456
2026/03/16 18:35:44,0.5,17442.975744
2026/03/16 18:35:44,0.7,17327.80032
2026/03/16 18:35:45,1.5,17426.149376
2026/03/16 18:35:45,0.7,17431.445504
2026/03/16 18:35:46,0.7,17434.402816
2026/03/16 18:35:46,0.6,17435.070464
2026/03/16 18:35:47,0.6,17436.16
2026/03/16 18:35:47,0.7,17437.835264
2026/03/16 18:35:48,0.7,17438.347264
2026/03/16 18:35:48,0.6,17439.895552
2026/03/16 18:35:49,0.6,17440.915456
2026/03/16 18:35:49,0.6,17442.656256
2026/03/16 18:35:50,0.6,17443.75808
2026/03/16 18:35:50,0.6,17445.179392
2026/03/16 18:35:51,0.6,17445.830656
2026/03/16 18:35:51,0.6,17447.796736
2026/03/16 18:35:52,0.6,17445.593088
2026/03/16 18:35:52,0.6,17447.141376
2026/03/16 18:35:53,0.6,17454.628864
2026/03/16 18:35:53,0.7,17449.967616
2026/03/16 18:35:54,0.6,17440.485376
2026/03/16 18:35:54,0.6,17443.065856
2026/03/16 18:35:55,0.7,17446.486016
2026/03/16 18:35:55,0.7,17447.682048
2026/03/16 18:35:56,0.7,17444.794368
2026/03/16 18:35:56,0.6,17446.084608
2026/03/16 18:35:57,0.8,17447.407616
2026/03/16 18:35:57,0.6,17448.083456
2026/03/16 18:35:58,0.6,17449.054208
2026/03/16 18:35:58,0.6,17449.725952
2026/03/16 18:35:59,0.6,17448.337408
2026/03/16 18:35:59,0.6,17449.517056
2026/03/16 18:36:00,0.6,17450.192896
2026/03/16 18:36:00,0.6,17451.450368
2026/03/16 18:36:01,0.7,17453.056
2026/03/16 18:36:01,0.7,17454.34624
2026/03/16 18:36:02,0.6,17454.321664
2026/03/16 18:36:02,0.6,17455.5136
2026/03/16 18:36:03,0.6,17456.730112
2026/03/16 18:36:03,0.6,17457.762304
2026/03/16 18:36:04,0.6,17459.183616
2026/03/16 18:36:04,0.6,17460.637696
2026/03/16 18:36:05,0.7,17464.188928
2026/03/16 18:36:05,0.6,17465.122816
2026/03/16 18:36:06,0.6,17465.741312
2026/03/16 18:36:07,0.6,17467.031552
2026/03/16 18:36:07,0.6,17467.37152
2026/03/16 18:36:08,0.6,17468.174336
2026/03/16 18:36:08,0.6,17469.11232
2026/03/16 18:36:09,0.7,17470.144512
2026/03/16 18:36:09,0.6,17470.64832
2026/03/16 18:36:10,0.6,17470.902272
2026/03/16 18:36:10,1.9,17456.37376
2026/03/16 18:36:11,0.8,17458.847744
2026/03/16 18:36:11,0.8,17463.435264
2026/03/16 18:36:12,0.6,17465.229312
2026/03/16 18:36:12,0.6,17465.67168
2026/03/16 18:36:13,0.6,17466.929152
2026/03/16 18:36:13,0.7,17468.370944
2026/03/16 18:36:14,0.7,17470.296064
2026/03/16 18:36:14,0.6,17471.942656
2026/03/16 18:36:15,0.6,17472.974848
2026/03/16 18:36:15,0.7,17474.187264
2026/03/16 18:36:16,0.6,17474.670592
2026/03/16 18:36:16,0.6,17475.190784
2026/03/16 18:36:17,0.6,17480.41728
2026/03/16 18:36:17,0.6,17482.21952
2026/03/16 18:36:18,0.6,17481.084928
2026/03/16 18:36:18,0.6,17481.27744
2026/03/16 18:36:19,0.6,17482.539008
2026/03/16 18:36:19,0.6,17483.988992
2026/03/16 18:36:20,0.6,17484.988416
2026/03/16 18:36:20,0.7,17485.25056
2026/03/16 18:36:21,0.7,17486.70464
2026/03/16 18:36:21,0.8,17487.802368
2026/03/16 18:36:22,0.7,17489.350656
2026/03/16 18:36:22,0.7,17489.616896
2026/03/16 18:36:23,0.6,17490.90304
2026/03/16 18:36:23,0.7,17492.258816
2026/03/16 18:36:24,0.6,17490.874368
2026/03/16 18:36:24,0.6,17482.498048
2026/03/16 18:36:25,0.7,17486.68416
2026/03/16 18:36:25,0.7,17488.273408
2026/03/16 18:36:26,0.7,17489.24416
2026/03/16 18:36:26,0.7,17489.666048
2026/03/16 18:36:27,0.6,17490.90304
2026/03/16 18:36:27,0.7,17491.39456
2026/03/16 18:36:28,0.8,17493.204992
2026/03/16 18:36:28,0.7,17490.255872
2026/03/16 18:36:29,0.7,17491.464192
2026/03/16 18:36:29,0.8,17493.929984
2026/03/16 18:36:30,0.8,17493.868544
2026/03/16 18:36:30,0.7,17491.734528
2026/03/16 18:36:31,0.7,17494.601728
2026/03/16 18:36:31,0.8,17494.687744
2026/03/16 18:36:32,0.7,17496.203264
2026/03/16 18:36:32,0.6,17495.773184
2026/03/16 18:36:33,0.6,17496.723456
2026/03/16 18:36:33,0.6,17497.337856
2026/03/16 18:36:34,0.6,17498.087424
2026/03/16 18:36:34,0.6,17498.345472
2026/03/16 18:36:35,0.6,17499.09504
2026/03/16 18:36:35,1.6,17480.290304
2026/03/16 18:36:36,0.7,17483.149312
2026/03/16 18:36:36,0.7,17486.340096
2026/03/16 18:36:37,0.6,17489.420288
2026/03/16 18:36:37,0.7,17490.98496
2026/03/16 18:36:38,0.7,17492.103168
2026/03/16 18:36:38,0.7,17492.48
2026/03/16 18:36:39,0.6,17494.245376
2026/03/16 18:36:39,0.7,17495.863296
2026/03/16 18:36:40,0.6,17497.214976
2026/03/16 18:36:40,0.6,17497.411584
2026/03/16 18:36:41,0.7,17498.60352
2026/03/16 18:36:41,0.7,17500.094464
2026/03/16 18:36:42,0.7,17497.591808
